2201
idno,freehms,gincdif,lrscale,impcntr,euftf,group,cluster_exclusion
13001,1,0.5,-0.19999999999999996,0.33333333333333337,0.3999999999999999,6,FALSE
13095,0.5,0.5,0,0.33333333333333337,0.6000000000000001,3,FALSE
13108,0.5,-0.5,0,-0.33333333333333326,-0.8,3,FALSE
13128,0.5,1,-0.19999999999999996,0.33333333333333337,-0.6,2,FALSE
13137,0.5,1,0,0.33333333333333337,-0.6,2,FALSE
13155,0.5,0.5,-0.4,-0.33333333333333326,-1,2,FALSE
13204,0.5,0.5,-0.4,1,0.19999999999999996,2,FALSE
13231,1,0.5,-0.6,0.33333333333333337,0.3999999999999999,6,FALSE
13246,0.5,0.5,0.3999999999999999,0.33333333333333337,0,2,FALSE
13251,0.5,0.5,-0.4,-0.33333333333333326,-0.6,2,FALSE
13315,1,1,0.3999999999999999,0.33333333333333337,0.6000000000000001,6,FALSE
13343,0.5,0.5,0,-0.33333333333333326,0.6000000000000001,3,FALSE
13365,0.5,0.5,0.3999999999999999,-0.33333333333333326,1,3,FALSE
13401,0.5,-0.5,0,0.33333333333333337,-0.4,4,FALSE
13456,1,0.5,-0.6,1,1,1,FALSE
13495,0.5,0.5,0,-0.33333333333333326,0.6000000000000001,3,FALSE
13528,0.5,-0,0.3999999999999999,0.33333333333333337,0.3999999999999999,4,FALSE
13536,1,1,-0.4,0.33333333333333337,1,6,FALSE
13581,1,-0.5,-0.4,0.33333333333333337,-0.6,3,FALSE
13587,0.5,0.5,0.6000000000000001,-0.33333333333333326,0,1,FALSE
13589,0.5,-0.5,0,-0.33333333333333326,-0.19999999999999996,4,FALSE
13597,1,0.5,-0.4,0.33333333333333337,0.6000000000000001,3,FALSE
13601,1,1,-0.4,1,0.3999999999999999,2,FALSE
13634,-1,-0,0,1,0.19999999999999996,6,FALSE
13640,1,0.5,-0.4,0.33333333333333337,1,6,FALSE
13657,0.5,1,-1,-0.33333333333333326,0.6000000000000001,3,FALSE
13730,0.5,1,-0.4,0.33333333333333337,0.8,3,FALSE
13770,0.5,0.5,0.6000000000000001,-0.33333333333333326,0.6000000000000001,2,FALSE
13780,1,0.5,0,1,1,1,FALSE
13785,-1,-0,1,0.33333333333333337,0,6,FALSE
13799,0.5,-0.5,0.19999999999999996,-0.33333333333333326,0.3999999999999999,4,FALSE
13818,1,0.5,-0.19999999999999996,1,0.6000000000000001,1,FALSE
13842,1,0.5,-0.4,1,0.19999999999999996,2,FALSE
13882,0.5,-0.5,0.3999999999999999,-0.33333333333333326,0,4,FALSE
13910,1,-0.5,-0.4,0.33333333333333337,0.6000000000000001,4,FALSE
13930,1,-0,-0.19999999999999996,1,0.19999999999999996,1,FALSE
13943,0.5,0.5,0.3999999999999999,0.33333333333333337,1,3,FALSE
13977,0.5,0.5,0,0.33333333333333337,0,2,FALSE
14125,0.5,-0.5,0.6000000000000001,-0.33333333333333326,0,2,FALSE
14135,1,-0.5,-0.19999999999999996,0.33333333333333337,0.3999999999999999,4,FALSE
14150,1,-0,-0.4,1,1,1,FALSE
14151,0.5,-0,0.19999999999999996,-0.33333333333333326,0,4,FALSE
14172,1,0.5,-0.6,1,-0.19999999999999996,2,FALSE
14185,0.5,-0,-0.4,0.33333333333333337,0,1,FALSE
14189,0.5,-0.5,0.19999999999999996,0.33333333333333337,0.3999999999999999,4,FALSE
14219,0.5,1,0,0.33333333333333337,0,2,FALSE
14230,1,1,-0.4,0.33333333333333337,0,2,FALSE
14250,1,-0.5,0,0.33333333333333337,1,4,FALSE
14337,1,1,0.19999999999999996,-1,1,7,TRUE
14342,1,-0.5,-0.4,0.33333333333333337,1,4,FALSE
14385,1,0.5,-0.6,1,0.19999999999999996,2,FALSE
14400,1,1,0.19999999999999996,-0.33333333333333326,-0.6,4,FALSE
14453,1,0.5,-0.6,0.33333333333333337,1,6,FALSE
14488,0.5,0.5,0,-0.33333333333333326,-0.19999999999999996,2,FALSE
14508,1,0.5,-0.6,-0.33333333333333326,0.19999999999999996,6,FALSE
14548,0.5,0.5,0,0.33333333333333337,0,2,FALSE
14564,0.5,0.5,-0.4,0.33333333333333337,0.8,3,FALSE
14597,1,-0,-0.4,0.33333333333333337,-0.19999999999999996,2,FALSE
14719,1,1,-0.4,0.33333333333333337,0.6000000000000001,6,FALSE
14740,1,1,0,-0.33333333333333326,-0.4,4,FALSE
14780,0.5,0.5,0,1,-0.4,2,FALSE
14786,0.5,-0,-0.19999999999999996,0.33333333333333337,1,1,FALSE
14818,0.5,0.5,-0.8,0.33333333333333337,0.8,3,FALSE
14823,1,-0.5,0,0.33333333333333337,0,4,FALSE
14834,0.5,0.5,-0.19999999999999996,0.33333333333333337,0.6000000000000001,3,FALSE
14844,0.5,1,0,0.33333333333333337,0,2,FALSE
14871,0.5,0.5,-0.8,0.33333333333333337,0.6000000000000001,3,FALSE
14876,1,-1,0,0.33333333333333337,-0.19999999999999996,4,FALSE
14895,1,1,0.19999999999999996,-1,-1,2,FALSE
14915,-1,1,0,-0.33333333333333326,0,4,FALSE
14917,1,0.5,0,1,0.6000000000000001,1,FALSE
15016,0.5,-0,0,0.33333333333333337,0,1,FALSE
15067,0.5,-0.5,0.6000000000000001,-1,-1,1,FALSE
15151,0.5,0.5,-0.8,-0.33333333333333326,0,6,FALSE
15217,0.5,0.5,-0.4,0.33333333333333337,0.3999999999999999,5,FALSE
15239,1,0.5,0,0.33333333333333337,0.3999999999999999,6,FALSE
15254,1,1,-0.6,0.33333333333333337,0,2,FALSE
15266,1,1,-0.19999999999999996,0.33333333333333337,0.8,6,FALSE
15281,1,1,0.6000000000000001,1,-1,2,FALSE
15318,1,1,0,0.33333333333333337,-0.4,2,FALSE
15340,1,0.5,0,0.33333333333333337,0.3999999999999999,6,FALSE
15397,0.5,-0,0.19999999999999996,0.33333333333333337,0,4,FALSE
15415,0.5,0.5,0,0.33333333333333337,0.6000000000000001,3,FALSE
15427,1,0.5,-0.6,0.33333333333333337,0.6000000000000001,6,FALSE
15432,0.5,0.5,-0.19999999999999996,0.33333333333333337,0.6000000000000001,3,FALSE
15448,1,1,-0.19999999999999996,1,0.19999999999999996,2,FALSE
15474,0.5,0.5,0.19999999999999996,-0.33333333333333326,-0.19999999999999996,2,FALSE
15477,1,1,-1,1,0.8,5,FALSE
15531,1,-0,0,0.33333333333333337,0.6000000000000001,4,FALSE
15551,1,1,-0.6,0.33333333333333337,0.6000000000000001,6,FALSE
15633,0.5,-0,-0.4,1,0.6000000000000001,1,FALSE
15652,1,1,-0.4,1,1,5,FALSE
15671,1,-0,-0.19999999999999996,0.33333333333333337,1,4,FALSE
15700,0.5,1,0.3999999999999999,-0.33333333333333326,-0.6,4,FALSE
15716,0.5,0.5,0,0.33333333333333337,0.6000000000000001,3,FALSE
15728,1,1,0,0.33333333333333337,0.6000000000000001,6,FALSE
15730,1,-1,0.3999999999999999,0.33333333333333337,-0.4,4,FALSE
15763,1,1,0.19999999999999996,-1,1,7,TRUE
15790,-0.5,-0,0,1,0.3999999999999999,6,FALSE
15799,1,1,-0.4,-0.33333333333333326,0.6000000000000001,6,FALSE
15816,0.5,0.5,0,-0.33333333333333326,0,6,FALSE
15839,1,0.5,-0.6,1,0.3999999999999999,2,FALSE
15860,0.5,0.5,-0.4,0.33333333333333337,1,3,FALSE
15879,1,-0,0,0.33333333333333337,0.8,4,FALSE
15914,0.5,-0.5,0.3999999999999999,0.33333333333333337,0.6000000000000001,4,FALSE
15938,1,0.5,-0.6,0.33333333333333337,-0.4,2,FALSE
15942,1,0.5,0,0.33333333333333337,0.6000000000000001,3,FALSE
15990,0.5,-0,0,0.33333333333333337,0.6000000000000001,4,FALSE
16033,-0.5,-0,0.6000000000000001,-0.33333333333333326,0.19999999999999996,2,FALSE
16057,-0,-0.5,0,0.33333333333333337,0.3999999999999999,2,FALSE
16092,1,1,0,-0.33333333333333326,0,6,FALSE
16099,0.5,0.5,0.3999999999999999,-0.33333333333333326,-0.4,4,FALSE
16117,-0,1,0,0.33333333333333337,0.6000000000000001,4,FALSE
16146,0.5,1,0,0.33333333333333337,0.3999999999999999,6,FALSE
16174,0.5,0.5,-0.19999999999999996,0.33333333333333337,0.19999999999999996,2,FALSE
16259,0.5,0.5,-0.4,1,0,2,FALSE
16338,0.5,0.5,0,0.33333333333333337,0.3999999999999999,6,FALSE
16368,0.5,0.5,0.19999999999999996,-0.33333333333333326,0,2,FALSE
16405,1,1,-0.4,1,0.3999999999999999,2,FALSE
16406,0.5,0.5,0.19999999999999996,-0.33333333333333326,0.19999999999999996,6,FALSE
16467,1,1,0,-0.33333333333333326,0.6000000000000001,6,FALSE
16480,1,-0.5,-0.4,1,-0.4,4,FALSE
16501,1,0.5,-0.19999999999999996,-0.33333333333333326,0.3999999999999999,6,FALSE
16599,1,1,-0.19999999999999996,1,0.8,5,FALSE
16662,0.5,0.5,0,-0.33333333333333326,0.3999999999999999,6,FALSE
16687,0.5,0.5,-0.19999999999999996,1,0.3999999999999999,2,FALSE
16693,1,1,-0.4,0.33333333333333337,0.6000000000000001,6,FALSE
16706,0.5,-0.5,0.19999999999999996,1,1,1,FALSE
16709,-0.5,-0,0,0.33333333333333337,0.8,2,FALSE
16724,1,-1,0,-0.33333333333333326,-0.4,4,FALSE
16743,-0,-0,-0.4,-0.33333333333333326,0.6000000000000001,3,FALSE
16745,0.5,0.5,-1,-1,0.3999999999999999,6,FALSE
16785,-0.5,1,-0.4,-1,-0.6,1,FALSE
16818,1,0.5,-0.4,1,0.3999999999999999,2,FALSE
16836,1,0.5,-0.6,0.33333333333333337,0.3999999999999999,6,FALSE
16857,1,0.5,-0.19999999999999996,1,0.6000000000000001,1,FALSE
16940,1,1,-1,0.33333333333333337,1,6,FALSE
16969,-0,0.5,0,1,-0.19999999999999996,4,FALSE
16973,1,0.5,0,0.33333333333333337,0.8,3,FALSE
16994,1,0.5,-0.19999999999999996,1,0.6000000000000001,1,FALSE
17000,1,1,-0.19999999999999996,0.33333333333333337,0.6000000000000001,6,FALSE
17029,1,-0,0.6000000000000001,0.33333333333333337,0,4,FALSE
17042,0.5,0.5,0,0.33333333333333337,0.3999999999999999,6,FALSE
17058,0.5,-0,0.19999999999999996,0.33333333333333337,-0.4,4,FALSE
17060,0.5,-0.5,0.6000000000000001,-0.33333333333333326,-0.4,3,FALSE
17076,0.5,0.5,0,1,-0.19999999999999996,4,FALSE
17132,1,0.5,0,-0.33333333333333326,0,6,FALSE
17155,0.5,1,1,1,1,4,FALSE
17162,0.5,-1,-1,-0.33333333333333326,0,4,FALSE
17169,0.5,-0.5,-0.19999999999999996,1,0.3999999999999999,1,FALSE
17267,0.5,0.5,0,-0.33333333333333326,1,3,FALSE
17271,0.5,0.5,0,-1,-1,2,FALSE
17281,-0,-1,0.19999999999999996,-0.33333333333333326,0.6000000000000001,2,FALSE
17327,0.5,-0.5,0,0.33333333333333337,-0.4,4,FALSE
17371,1,-0,-0.4,0.33333333333333337,0.8,4,FALSE
17487,0.5,1,-0.4,-0.33333333333333326,-0.4,2,FALSE
17509,1,0.5,-1,1,0.19999999999999996,2,FALSE
17516,0.5,0.5,0,-0.33333333333333326,-0.4,4,FALSE
17525,0.5,-0.5,0.19999999999999996,-0.33333333333333326,0.8,4,FALSE
17582,1,0.5,-0.6,1,0.3999999999999999,2,FALSE
17619,1,1,-0.19999999999999996,0.33333333333333337,1,6,FALSE
17632,0.5,0.5,-0.6,1,0.6000000000000001,1,FALSE
17757,0.5,1,0.6000000000000001,-0.33333333333333326,0.3999999999999999,1,FALSE
17796,1,0.5,0,0.33333333333333337,0,2,FALSE
17803,1,0.5,1,1,1,4,FALSE
17806,-0,0.5,0,-0.33333333333333326,-0.19999999999999996,1,FALSE
17817,1,-0.5,-0.4,0.33333333333333337,0.6000000000000001,4,FALSE
17880,0.5,0.5,-0.4,1,0.8,1,FALSE
17937,-0.5,0.5,0.6000000000000001,-0.33333333333333326,-0.19999999999999996,1,FALSE
17954,1,0.5,0.19999999999999996,-0.33333333333333326,0.8,3,FALSE
18012,0.5,0.5,0,-0.33333333333333326,0.6000000000000001,3,FALSE
18046,0.5,-0.5,0,0.33333333333333337,-0.19999999999999996,4,FALSE
18060,1,0.5,0,0.33333333333333337,0,2,FALSE
18087,0.5,0.5,0,1,0.6000000000000001,1,FALSE
18097,1,1,-0.8,0.33333333333333337,-1,2,FALSE
18149,-1,1,0,-1,0.6000000000000001,4,FALSE
18180,1,0.5,-0.4,0.33333333333333337,-1,2,FALSE
18254,0.5,1,0,-1,-0.19999999999999996,1,FALSE
18260,1,0.5,-0.8,0.33333333333333337,0.6000000000000001,3,FALSE
18351,1,1,-0.6,1,1,5,FALSE
18406,1,1,0,0.33333333333333337,0.19999999999999996,2,FALSE
18419,-0,1,-0.4,1,-1,4,FALSE
18424,0.5,0.5,0,1,0,2,FALSE
18434,1,1,0,0.33333333333333337,1,6,FALSE
18513,1,0.5,0.19999999999999996,-0.33333333333333326,-0.4,4,FALSE
18514,1,0.5,-0.19999999999999996,1,0.8,1,FALSE
18520,1,0.5,0,0.33333333333333337,1,3,FALSE
18521,0.5,0.5,0,0.33333333333333337,-0.19999999999999996,2,FALSE
18549,-0,-0.5,0.6000000000000001,0.33333333333333337,-0.4,6,FALSE
18590,1,1,0,-0.33333333333333326,-0.6,4,FALSE
18626,0.5,0.5,-0.6,1,0,2,FALSE
18654,0.5,0.5,-1,0.33333333333333337,0.8,3,FALSE
18664,0.5,0.5,0.6000000000000001,0.33333333333333337,-0.19999999999999996,1,FALSE
18700,-0.5,0.5,0,0.33333333333333337,-1,4,FALSE
18748,1,1,0,0.33333333333333337,0.6000000000000001,6,FALSE
18772,0.5,0.5,-0.4,0.33333333333333337,0.6000000000000001,3,FALSE
18814,1,0.5,-0.4,0.33333333333333337,-1,2,FALSE
18846,1,0.5,-0.4,1,0.6000000000000001,1,FALSE
18850,-0.5,0.5,0.3999999999999999,0.33333333333333337,-0.4,4,FALSE
18860,1,0.5,0,0.33333333333333337,0.3999999999999999,6,FALSE
18862,0.5,0.5,0,0.33333333333333337,0.19999999999999996,2,FALSE
18869,0.5,-0,-0.6,0.33333333333333337,0,1,FALSE
18882,0.5,-0,-0.19999999999999996,0.33333333333333337,1,1,FALSE
18920,0.5,1,0,-0.33333333333333326,-0.4,4,FALSE
18971,1,0.5,0,0.33333333333333337,-1,2,FALSE
19082,0.5,0.5,1,1,1,2,FALSE
19098,0.5,-0,0,0.33333333333333337,0.3999999999999999,4,FALSE
19117,1,0.5,0.19999999999999996,-0.33333333333333326,0.19999999999999996,6,FALSE
19132,0.5,0.5,-0.19999999999999996,-0.33333333333333326,0.8,3,FALSE
19148,0.5,0.5,-0.4,-0.33333333333333326,1,3,FALSE
19150,0.5,1,-1,-0.33333333333333326,1,6,FALSE
19181,1,1,0,0.33333333333333337,0,2,FALSE
19220,1,1,-0.6,0.33333333333333337,0,2,FALSE
19235,1,1,0,-0.33333333333333326,0,6,FALSE
19257,1,0.5,0,0.33333333333333337,0.3999999999999999,6,FALSE
19264,0.5,0.5,0.19999999999999996,1,0.6000000000000001,1,FALSE
19294,1,-0,-0.19999999999999996,1,0.19999999999999996,1,FALSE
19315,0.5,1,-0.4,0.33333333333333337,0,2,FALSE
19350,1,1,0,0.33333333333333337,0,2,FALSE
19378,0.5,-0.5,-0.4,1,1,1,FALSE
19426,0.5,-0,0,-0.33333333333333326,0.19999999999999996,4,FALSE
19477,1,-0.5,0.6000000000000001,0.33333333333333337,-0.4,4,FALSE
19496,0.5,0.5,-0.4,0.33333333333333337,0,2,FALSE
19507,1,0.5,-0.4,0.33333333333333337,0.8,3,FALSE
19529,1,0.5,-0.4,-0.33333333333333326,1,6,FALSE
19563,0.5,0.5,-0.19999999999999996,0.33333333333333337,0.6000000000000001,3,FALSE
19627,1,0.5,-1,-0.33333333333333326,0,6,FALSE
19646,0.5,0.5,-0.19999999999999996,0.33333333333333337,0,2,FALSE
19688,1,0.5,0.3999999999999999,-0.33333333333333326,-0.4,4,FALSE
19693,0.5,0.5,-1,-0.33333333333333326,0.3999999999999999,6,FALSE
19723,1,0.5,-0.19999999999999996,1,0.8,1,FALSE
19744,0.5,0.5,0,0.33333333333333337,0.6000000000000001,3,FALSE
19909,1,1,-0.4,0.33333333333333337,0.6000000000000001,6,FALSE
19937,1,0.5,0,0.33333333333333337,-0.4,2,FALSE
19983,1,0.5,0,0.33333333333333337,0.8,3,FALSE
20001,1,-0.5,0,1,1,1,FALSE
20016,0.5,0.5,-0.4,0.33333333333333337,0.8,3,FALSE
20040,0.5,-0,0,-0.33333333333333326,-0.4,2,FALSE
20059,1,0.5,0,0.33333333333333337,1,3,FALSE
20106,0.5,0.5,-0.19999999999999996,0.33333333333333337,1,3,FALSE
20148,1,0.5,0,0.33333333333333337,0.8,3,FALSE
20158,1,0.5,-0.4,0.33333333333333337,0.3999999999999999,6,FALSE
20179,0.5,0.5,0,0.33333333333333337,-0.6,2,FALSE
20238,0.5,1,0,0.33333333333333337,0.3999999999999999,6,FALSE
20242,1,1,-1,1,0.6000000000000001,5,FALSE
20273,0.5,0.5,0.19999999999999996,1,0.3999999999999999,2,FALSE
20287,0.5,0.5,0,-0.33333333333333326,0,6,FALSE
20316,-1,1,-1,1,0,4,FALSE
20401,1,0.5,0,0.33333333333333337,-0.19999999999999996,2,FALSE
20455,-0,0.5,-0.19999999999999996,-0.33333333333333326,-1,4,FALSE
20478,0.5,0.5,-0.19999999999999996,-0.33333333333333326,-0.4,4,FALSE
20488,1,0.5,-0.19999999999999996,-0.33333333333333326,0.6000000000000001,3,FALSE
20546,1,1,0,1,0.3999999999999999,2,FALSE
20599,0.5,0.5,0,0.33333333333333337,0.3999999999999999,6,FALSE
20669,1,1,-0.19999999999999996,1,0.6000000000000001,2,FALSE
20691,0.5,0.5,-0.4,1,0.8,1,FALSE
20706,0.5,0.5,-0.19999999999999996,-0.33333333333333326,0,6,FALSE
20739,1,1,0,-0.33333333333333326,0,6,FALSE
20753,1,-0,-0.4,0.33333333333333337,1,3,FALSE
20763,1,0.5,0,0.33333333333333337,0,2,FALSE
20845,0.5,1,-0.4,0.33333333333333337,0.19999999999999996,2,FALSE
20889,1,0.5,0,1,0.3999999999999999,2,FALSE
20915,1,0.5,0.3999999999999999,0.33333333333333337,1,3,FALSE
20918,1,0.5,0.19999999999999996,0.33333333333333337,0.6000000000000001,3,FALSE
20951,1,0.5,0,0.33333333333333337,-0.19999999999999996,2,FALSE
21012,1,1,0,0.33333333333333337,0.8,6,FALSE
21093,1,-0.5,0.19999999999999996,0.33333333333333337,1,4,FALSE
21177,0.5,0.5,-0.4,0.33333333333333337,0,2,FALSE
21265,1,-0.5,0.3999999999999999,0.33333333333333337,0.6000000000000001,4,FALSE
21302,1,1,-0.4,1,0.8,5,FALSE
21323,1,1,0,1,0,2,FALSE
21325,1,-0,0,0.33333333333333337,1,4,FALSE
21368,1,1,0,-1,0,6,FALSE
21377,0.5,-0,0,-0.33333333333333326,0.6000000000000001,3,FALSE
21380,-0,1,0,-1,-0.19999999999999996,1,FALSE
21429,1,0.5,-0.19999999999999996,0.33333333333333337,1,3,FALSE
21430,0.5,0.5,0,1,0.19999999999999996,2,FALSE
21499,1,-0,-1,1,-0.4,2,FALSE
21581,1,1,0.6000000000000001,0.33333333333333337,0.3999999999999999,2,FALSE
21603,0.5,1,0,-1,-0.4,1,FALSE
21619,0.5,0.5,0.3999999999999999,1,0.3999999999999999,2,FALSE
21629,0.5,-0.5,0,0.33333333333333337,0.3999999999999999,4,FALSE
21631,-1,1,0,-0.33333333333333326,1,4,FALSE
21639,0.5,0.5,0,-0.33333333333333326,-0.4,4,FALSE
21642,-0.5,-0,1,-0.33333333333333326,0.19999999999999996,2,FALSE
21681,1,0.5,-0.4,0.33333333333333337,0.6000000000000001,3,FALSE
21687,0.5,-0,0,-0.33333333333333326,0,6,FALSE
21727,1,1,-0.6,0.33333333333333337,1,6,FALSE
21735,1,0.5,0.6000000000000001,0.33333333333333337,0.8,4,FALSE
21804,-0.5,0.5,-0.4,-1,-0.4,1,FALSE
21828,0.5,-0,0.3999999999999999,-0.33333333333333326,-0.4,1,FALSE
21854,1,0.5,-0.6,1,0.3999999999999999,2,FALSE
21861,0.5,0.5,0,-0.33333333333333326,0.3999999999999999,6,FALSE
21980,-0,1,0,-0.33333333333333326,0.6000000000000001,4,FALSE
22052,0.5,1,0,-0.33333333333333326,1,3,FALSE
22263,1,-0,0.19999999999999996,0.33333333333333337,1,4,FALSE
22271,0.5,-0.5,0.19999999999999996,-1,-1,1,FALSE
22283,0.5,1,0.6000000000000001,-0.33333333333333326,0.8,1,FALSE
22356,1,1,0,-0.33333333333333326,0,6,FALSE
22367,-0,0.5,0,0.33333333333333337,0.6000000000000001,3,FALSE
22380,1,1,-0.4,0.33333333333333337,-0.19999999999999996,2,FALSE
22403,0.5,-0,-1,0.33333333333333337,0,1,FALSE
22406,-1,-0.5,0,-0.33333333333333326,-0.4,6,FALSE
22413,1,-0.5,0,-0.33333333333333326,0.3999999999999999,4,FALSE
22414,0.5,1,-0.4,0.33333333333333337,0.3999999999999999,6,FALSE
22416,1,1,0,0.33333333333333337,0,2,FALSE
22435,0.5,0.5,0.6000000000000001,0.33333333333333337,0.6000000000000001,2,FALSE
22457,1,1,0.19999999999999996,-1,-1,2,FALSE
22508,0.5,0.5,0,0.33333333333333337,0.19999999999999996,2,FALSE
22543,0.5,0.5,-0.4,1,1,1,FALSE
22596,0.5,0.5,0,0.33333333333333337,0.3999999999999999,6,FALSE
22598,1,1,0,-0.33333333333333326,0,6,FALSE
22650,1,-0,0,-1,-1,2,FALSE
22714,0.5,0.5,-0.19999999999999996,0.33333333333333337,0.6000000000000001,3,FALSE
22715,1,0.5,0,0.33333333333333337,-0.8,2,FALSE
22719,1,1,0,0.33333333333333337,0,2,FALSE
22743,1,0.5,0,0.33333333333333337,0.6000000000000001,3,FALSE
22750,1,1,-1,1,0.8,5,FALSE
22757,-1,-1,1,-0.33333333333333326,1,2,FALSE
22778,0.5,1,0.19999999999999996,-0.33333333333333326,0.19999999999999996,1,FALSE
22782,1,1,-0.6,0.33333333333333337,-0.6,2,FALSE
22812,1,1,0.6000000000000001,1,0,2,FALSE
22826,1,1,0,0.33333333333333337,0.8,6,FALSE
22834,0.5,0.5,-0.6,0.33333333333333337,-0.19999999999999996,2,FALSE
22841,1,1,0,1,0.6000000000000001,2,FALSE
22871,-0,0.5,0.19999999999999996,-0.33333333333333326,-0.4,4,FALSE
22876,-0,-0,-1,0.33333333333333337,0.8,1,FALSE
22878,0.5,1,-1,-0.33333333333333326,0.3999999999999999,6,FALSE
22964,-1,1,0,0.33333333333333337,0,4,FALSE
23081,0.5,0.5,0.3999999999999999,0.33333333333333337,0,2,FALSE
23170,1,-0.5,-0.4,0.33333333333333337,1,4,FALSE
23201,1,0.5,-0.19999999999999996,1,0.6000000000000001,1,FALSE
23303,1,1,0,-0.33333333333333326,-1,4,FALSE
23334,0.5,0.5,0,-0.33333333333333326,0.3999999999999999,6,FALSE
23363,0.5,-0.5,0,-0.33333333333333326,0.19999999999999996,4,FALSE
23365,1,-0.5,0.19999999999999996,-0.33333333333333326,0,4,FALSE
23429,0.5,0.5,-0.19999999999999996,0.33333333333333337,0.6000000000000001,3,FALSE
23458,0.5,0.5,0.3999999999999999,-0.33333333333333326,-0.4,4,FALSE
23484,-0,0.5,0,0.33333333333333337,0,4,FALSE
23518,0.5,0.5,0,-0.33333333333333326,-0.19999999999999996,2,FALSE
23547,1,0.5,-0.19999999999999996,0.33333333333333337,0.6000000000000001,3,FALSE
23554,1,0.5,-0.4,1,-0.19999999999999996,2,FALSE
23637,0.5,0.5,-0.19999999999999996,0.33333333333333337,0.19999999999999996,2,FALSE
23718,1,0.5,0,1,1,1,FALSE
23726,1,1,-0.19999999999999996,-1,-0.19999999999999996,6,FALSE
23758,1,0.5,-0.4,1,0.3999999999999999,2,FALSE
23770,0.5,1,0,0.33333333333333337,-1,2,FALSE
23783,1,1,0.19999999999999996,1,1,5,FALSE
23793,1,-0,0,1,-0.8,2,FALSE
23797,0.5,0.5,0,1,-0.6,4,FALSE
23807,1,1,-0.6,0.33333333333333337,0.3999999999999999,6,FALSE
23831,0.5,0.5,-0.19999999999999996,0.33333333333333337,0,2,FALSE
23848,1,0.5,0,0.33333333333333337,0.19999999999999996,2,FALSE
23865,1,0.5,-0.4,1,1,1,FALSE
23878,0.5,0.5,-0.19999999999999996,0.33333333333333337,0.19999999999999996,2,FALSE
23886,1,-1,0,1,0.3999999999999999,1,FALSE
23914,-0,0.5,0.19999999999999996,0.33333333333333337,-0.8,4,FALSE
23927,1,0.5,-0.6,1,0.3999999999999999,2,FALSE
24003,1,0.5,0.19999999999999996,1,0.3999999999999999,2,FALSE
24026,0.5,1,-0.6,-0.33333333333333326,-0.8,2,FALSE
24043,1,0.5,-0.6,0.33333333333333337,0.3999999999999999,6,FALSE
24055,0.5,0.5,-0.19999999999999996,-1,-1,2,FALSE
24057,1,0.5,-0.19999999999999996,1,0.6000000000000001,1,FALSE
24059,0.5,0.5,-0.4,1,0.6000000000000001,1,FALSE
24077,0.5,0.5,-0.19999999999999996,0.33333333333333337,0,2,FALSE
24131,1,1,-0.4,0.33333333333333337,0.19999999999999996,2,FALSE
24137,1,1,0,-0.33333333333333326,-0.19999999999999996,2,FALSE
24184,0.5,0.5,0,-1,0.3999999999999999,6,FALSE
24185,0.5,0.5,-0.19999999999999996,0.33333333333333337,0.3999999999999999,5,FALSE
24206,1,0.5,0,1,0.19999999999999996,2,FALSE
24248,1,-0,0.3999999999999999,0.33333333333333337,1,4,FALSE
24254,0.5,0.5,0.19999999999999996,-0.33333333333333326,0.6000000000000001,3,FALSE
24270,1,0.5,0.19999999999999996,-0.33333333333333326,0.19999999999999996,6,FALSE
24277,1,1,-0.4,0.33333333333333337,0.3999999999999999,6,FALSE
24297,1,0.5,-1,1,0.3999999999999999,2,FALSE
24319,-0.5,0.5,0,0.33333333333333337,-0.6,4,FALSE
24368,1,0.5,-0.6,1,0.6000000000000001,1,FALSE
24480,0.5,0.5,0,-0.33333333333333326,0.19999999999999996,6,FALSE
24524,-0.5,1,-0.6,0.33333333333333337,0,4,FALSE
24533,0.5,1,-0.19999999999999996,0.33333333333333337,0.3999999999999999,6,FALSE
24572,1,0.5,-0.6,0.33333333333333337,1,6,FALSE
24602,-1,1,-0.4,0.33333333333333337,0,4,FALSE
24619,1,-0.5,0,-0.33333333333333326,-0.8,3,FALSE
24639,1,-0,0,-0.33333333333333326,0,4,FALSE
24658,0.5,1,0,-0.33333333333333326,1,3,FALSE
24695,1,0.5,-0.19999999999999996,1,0.6000000000000001,1,FALSE
24717,0.5,0.5,0.19999999999999996,-0.33333333333333326,0.19999999999999996,6,FALSE
24718,0.5,1,0.19999999999999996,-0.33333333333333326,1,4,FALSE
24720,0.5,0.5,0.6000000000000001,0.33333333333333337,0.6000000000000001,2,FALSE
24744,1,0.5,0.6000000000000001,0.33333333333333337,0.6000000000000001,4,FALSE
24797,0.5,-0.5,0.19999999999999996,0.33333333333333337,0,4,FALSE
24830,1,1,-0.6,0.33333333333333337,-0.6,2,FALSE
24840,1,1,-0.8,-0.33333333333333326,-0.6,2,FALSE
24885,-0.5,0.5,0.8,-1,0.6000000000000001,2,FALSE
24919,0.5,-0,-0.4,0.33333333333333337,0.19999999999999996,1,FALSE
24964,1,-0,-1,0.33333333333333337,0,2,FALSE
24983,1,0.5,-0.6,1,0.6000000000000001,1,FALSE
25008,0.5,0.5,-0.19999999999999996,0.33333333333333337,0.8,3,FALSE
25035,1,0.5,-0.6,0.33333333333333337,0.6000000000000001,6,FALSE
25044,1,1,-0.6,0.33333333333333337,-0.4,2,FALSE
